Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-29 09:15:00+05:30,21433.099609375,21477.150390625,21433.099609375,21476.349609375,21476.349609375,0
2024-01-29 09:16:00+05:30,21476.44921875,21480.349609375,21463.44921875,21475.80078125,21475.80078125,0
2024-01-29 09:17:00+05:30,21475.94921875,21483.5,21467.19921875,21469.349609375,21469.349609375,0
2024-01-29 09:18:00+05:30,21467.099609375,21479.650390625,21462.05078125,21474.94921875,21474.94921875,0
2024-01-29 09:19:00+05:30,21475.30078125,21479.400390625,21469.69921875,21476.30078125,21476.30078125,0
2024-01-29 09:20:00+05:30,21476.75,21494.349609375,21475.19921875,21493.650390625,21493.650390625,0
2024-01-29 09:21:00+05:30,21494.05078125,21508.25,21494.05078125,21495.05078125,21495.05078125,0
2024-01-29 09:22:00+05:30,21494.349609375,21498.849609375,21484.69921875,21488.0,21488.0,0
2024-01-29 09:23:00+05:30,21489.05078125,21500.25,21489.05078125,21499.25,21499.25,0
2024-01-29 09:24:00+05:30,21500.900390625,21511.75,21498.44921875,21506.69921875,21506.69921875,0
2024-01-29 09:25:00+05:30,21509.55078125,21529.349609375,21509.55078125,21528.19921875,21528.19921875,0
2024-01-29 09:26:00+05:30,21527.94921875,21532.19921875,21527.150390625,21530.849609375,21530.849609375,0
2024-01-29 09:27:00+05:30,21532.599609375,21536.099609375,21524.44921875,21528.19921875,21528.19921875,0
2024-01-29 09:28:00+05:30,21527.900390625,21549.44921875,21522.55078125,21547.900390625,21547.900390625,0
2024-01-29 09:29:00+05:30,21550.0,21551.900390625,21536.099609375,21546.150390625,21546.150390625,0
2024-01-29 09:30:00+05:30,21546.30078125,21549.25,21540.900390625,21545.80078125,21545.80078125,0
2024-01-29 09:31:00+05:30,21546.25,21547.75,21541.55078125,21543.30078125,21543.30078125,0
2024-01-29 09:32:00+05:30,21541.94921875,21543.75,21528.900390625,21529.150390625,21529.150390625,0
2024-01-29 09:33:00+05:30,21530.650390625,21539.349609375,21530.650390625,21539.0,21539.0,0
2024-01-29 09:34:00+05:30,21540.94921875,21559.25,21540.94921875,21554.599609375,21554.599609375,0
2024-01-29 09:35:00+05:30,21554.5,21555.849609375,21542.349609375,21544.400390625,21544.400390625,0
2024-01-29 09:36:00+05:30,21542.80078125,21547.650390625,21536.849609375,21536.94921875,21536.94921875,0
2024-01-29 09:37:00+05:30,21536.05078125,21539.150390625,21532.55078125,21534.94921875,21534.94921875,0
2024-01-29 09:38:00+05:30,21532.900390625,21534.44921875,21525.650390625,21534.400390625,21534.400390625,0
2024-01-29 09:39:00+05:30,21534.75,21535.75,21528.349609375,21531.25,21531.25,0
2024-01-29 09:40:00+05:30,21532.650390625,21544.55078125,21531.75,21544.30078125,21544.30078125,0
2024-01-29 09:41:00+05:30,21544.900390625,21562.099609375,21544.900390625,21554.44921875,21554.44921875,0
2024-01-29 09:42:00+05:30,21554.69921875,21554.94921875,21539.55078125,21540.5,21540.5,0
2024-01-29 09:43:00+05:30,21543.599609375,21552.05078125,21540.25,21541.80078125,21541.80078125,0
2024-01-29 09:44:00+05:30,21541.0,21545.0,21534.400390625,21536.400390625,21536.400390625,0
2024-01-29 09:45:00+05:30,21539.349609375,21546.55078125,21536.69921875,21536.69921875,21536.69921875,0
2024-01-29 09:46:00+05:30,21537.650390625,21548.099609375,21537.349609375,21540.44921875,21540.44921875,0
2024-01-29 09:47:00+05:30,21541.05078125,21543.0,21533.849609375,21535.44921875,21535.44921875,0
2024-01-29 09:48:00+05:30,21535.25,21543.05078125,21535.25,21543.05078125,21543.05078125,0
2024-01-29 09:49:00+05:30,21543.099609375,21545.849609375,21534.0,21534.849609375,21534.849609375,0
2024-01-29 09:50:00+05:30,21535.55078125,21546.900390625,21535.5,21542.900390625,21542.900390625,0
2024-01-29 09:51:00+05:30,21542.0,21548.099609375,21539.5,21541.900390625,21541.900390625,0
2024-01-29 09:52:00+05:30,21542.599609375,21544.599609375,21536.900390625,21540.599609375,21540.599609375,0
2024-01-29 09:53:00+05:30,21540.900390625,21543.650390625,21530.30078125,21530.599609375,21530.599609375,0
2024-01-29 09:54:00+05:30,21531.80078125,21534.30078125,21526.44921875,21531.19921875,21531.19921875,0
2024-01-29 09:55:00+05:30,21532.05078125,21536.55078125,21529.5,21532.400390625,21532.400390625,0
2024-01-29 09:56:00+05:30,21532.30078125,21539.400390625,21530.44921875,21539.400390625,21539.400390625,0
2024-01-29 09:57:00+05:30,21540.05078125,21551.349609375,21539.349609375,21551.25,21551.25,0
2024-01-29 09:58:00+05:30,21551.80078125,21571.0,21551.0,21571.0,21571.0,0
2024-01-29 09:59:00+05:30,21572.0,21582.5,21571.0,21580.599609375,21580.599609375,0
2024-01-29 10:00:00+05:30,21581.099609375,21589.25,21581.099609375,21589.25,21589.25,0
2024-01-29 10:01:00+05:30,21589.099609375,21589.75,21576.25,21576.25,21576.25,0
2024-01-29 10:02:00+05:30,21575.5,21577.5,21571.69921875,21574.099609375,21574.099609375,0
2024-01-29 10:03:00+05:30,21573.44921875,21577.099609375,21569.400390625,21572.849609375,21572.849609375,0
2024-01-29 10:04:00+05:30,21572.80078125,21573.5,21567.650390625,21570.75,21570.75,0
2024-01-29 10:05:00+05:30,21572.75,21574.599609375,21564.599609375,21564.599609375,21564.599609375,0
2024-01-29 10:06:00+05:30,21565.400390625,21571.30078125,21564.05078125,21570.400390625,21570.400390625,0
2024-01-29 10:07:00+05:30,21570.69921875,21572.099609375,21562.0,21564.44921875,21564.44921875,0
2024-01-29 10:08:00+05:30,21564.599609375,21567.0,21560.94921875,21567.0,21567.0,0
2024-01-29 10:09:00+05:30,21567.44921875,21569.0,21560.94921875,21563.599609375,21563.599609375,0
2024-01-29 10:10:00+05:30,21563.0,21566.69921875,21557.349609375,21563.349609375,21563.349609375,0
2024-01-29 10:11:00+05:30,21563.099609375,21564.650390625,21555.900390625,21557.099609375,21557.099609375,0
2024-01-29 10:12:00+05:30,21556.5,21567.75,21555.849609375,21566.05078125,21566.05078125,0
2024-01-29 10:13:00+05:30,21565.69921875,21571.75,21563.69921875,21566.05078125,21566.05078125,0
2024-01-29 10:14:00+05:30,21565.849609375,21576.099609375,21565.80078125,21573.44921875,21573.44921875,0
2024-01-29 10:15:00+05:30,21573.30078125,21581.19921875,21573.0,21573.44921875,21573.44921875,0
2024-01-29 10:16:00+05:30,21573.599609375,21588.80078125,21573.599609375,21586.05078125,21586.05078125,0
2024-01-29 10:17:00+05:30,21586.44921875,21590.25,21581.5,21581.5,21581.5,0
2024-01-29 10:18:00+05:30,21582.44921875,21582.94921875,21575.0,21577.19921875,21577.19921875,0
2024-01-29 10:19:00+05:30,21575.900390625,21579.900390625,21574.75,21575.150390625,21575.150390625,0
2024-01-29 10:20:00+05:30,21574.94921875,21583.25,21570.0,21580.150390625,21580.150390625,0
2024-01-29 10:21:00+05:30,21581.05078125,21581.44921875,21575.849609375,21579.099609375,21579.099609375,0
2024-01-29 10:22:00+05:30,21578.80078125,21587.0,21572.94921875,21587.0,21587.0,0
2024-01-29 10:23:00+05:30,21587.30078125,21595.80078125,21587.30078125,21591.5,21591.5,0
2024-01-29 10:24:00+05:30,21592.30078125,21592.30078125,21587.099609375,21592.19921875,21592.19921875,0
2024-01-29 10:25:00+05:30,21592.30078125,21596.0,21590.099609375,21593.0,21593.0,0
2024-01-29 10:26:00+05:30,21593.099609375,21602.75,21591.5,21596.30078125,21596.30078125,0
2024-01-29 10:27:00+05:30,21597.599609375,21597.599609375,21585.5,21588.30078125,21588.30078125,0
2024-01-29 10:28:00+05:30,21589.55078125,21590.94921875,21579.44921875,21582.25,21582.25,0
2024-01-29 10:29:00+05:30,21581.650390625,21586.650390625,21579.25,21583.69921875,21583.69921875,0
2024-01-29 10:30:00+05:30,21582.19921875,21588.44921875,21573.099609375,21575.099609375,21575.099609375,0
2024-01-29 10:31:00+05:30,21576.900390625,21579.75,21572.80078125,21574.75,21574.75,0
2024-01-29 10:32:00+05:30,21573.5,21577.30078125,21570.25,21570.69921875,21570.69921875,0
2024-01-29 10:33:00+05:30,21570.400390625,21579.25,21570.400390625,21578.75,21578.75,0
2024-01-29 10:34:00+05:30,21577.94921875,21579.150390625,21572.650390625,21577.25,21577.25,0
2024-01-29 10:35:00+05:30,21577.44921875,21583.05078125,21576.900390625,21580.75,21580.75,0
2024-01-29 10:36:00+05:30,21580.75,21583.55078125,21578.69921875,21583.55078125,21583.55078125,0
2024-01-29 10:37:00+05:30,21582.75,21597.5,21582.55078125,21596.0,21596.0,0
2024-01-29 10:38:00+05:30,21598.19921875,21600.69921875,21595.5,21599.650390625,21599.650390625,0
2024-01-29 10:39:00+05:30,21600.75,21610.099609375,21600.099609375,21609.0,21609.0,0
2024-01-29 10:40:00+05:30,21609.5,21615.5,21606.55078125,21613.099609375,21613.099609375,0
2024-01-29 10:41:00+05:30,21612.849609375,21617.80078125,21610.44921875,21614.849609375,21614.849609375,0
2024-01-29 10:42:00+05:30,21613.94921875,21618.099609375,21605.0,21605.94921875,21605.94921875,0
2024-01-29 10:43:00+05:30,21606.349609375,21613.349609375,21603.94921875,21606.849609375,21606.849609375,0
2024-01-29 10:44:00+05:30,21608.099609375,21608.099609375,21600.099609375,21602.25,21602.25,0
2024-01-29 10:45:00+05:30,21601.80078125,21607.25,21597.44921875,21603.349609375,21603.349609375,0
2024-01-29 10:46:00+05:30,21604.44921875,21607.5,21598.0,21603.25,21603.25,0
2024-01-29 10:47:00+05:30,21603.69921875,21607.55078125,21598.75,21607.55078125,21607.55078125,0
2024-01-29 10:48:00+05:30,21607.099609375,21608.5,21602.599609375,21606.400390625,21606.400390625,0
2024-01-29 10:49:00+05:30,21606.849609375,21607.150390625,21603.150390625,21604.849609375,21604.849609375,0
2024-01-29 10:50:00+05:30,21605.05078125,21609.80078125,21601.099609375,21608.55078125,21608.55078125,0
2024-01-29 10:51:00+05:30,21608.25,21611.55078125,21602.599609375,21610.5,21610.5,0
2024-01-29 10:52:00+05:30,21610.849609375,21612.05078125,21608.0,21609.75,21609.75,0
2024-01-29 10:53:00+05:30,21609.19921875,21612.5,21606.099609375,21609.650390625,21609.650390625,0
2024-01-29 10:54:00+05:30,21608.55078125,21611.80078125,21606.05078125,21611.099609375,21611.099609375,0
2024-01-29 10:55:00+05:30,21611.69921875,21615.900390625,21611.05078125,21615.0,21615.0,0
2024-01-29 10:56:00+05:30,21614.900390625,21619.44921875,21612.849609375,21617.099609375,21617.099609375,0
2024-01-29 10:57:00+05:30,21616.650390625,21631.44921875,21616.650390625,21625.349609375,21625.349609375,0
2024-01-29 10:58:00+05:30,21626.099609375,21626.099609375,21614.94921875,21623.69921875,21623.69921875,0
2024-01-29 10:59:00+05:30,21623.69921875,21628.5,21622.5,21628.150390625,21628.150390625,0
2024-01-29 11:00:00+05:30,21628.400390625,21631.75,21626.599609375,21629.400390625,21629.400390625,0
2024-01-29 11:01:00+05:30,21630.0,21633.19921875,21623.80078125,21629.150390625,21629.150390625,0
2024-01-29 11:02:00+05:30,21628.099609375,21630.25,21626.150390625,21628.150390625,21628.150390625,0
2024-01-29 11:03:00+05:30,21628.44921875,21631.69921875,21627.150390625,21629.44921875,21629.44921875,0
2024-01-29 11:04:00+05:30,21629.75,21637.349609375,21629.150390625,21636.80078125,21636.80078125,0
2024-01-29 11:05:00+05:30,21636.599609375,21636.599609375,21628.150390625,21630.94921875,21630.94921875,0
2024-01-29 11:06:00+05:30,21633.30078125,21642.099609375,21633.30078125,21640.80078125,21640.80078125,0
2024-01-29 11:07:00+05:30,21640.44921875,21641.849609375,21632.69921875,21632.900390625,21632.900390625,0
2024-01-29 11:08:00+05:30,21633.650390625,21639.0,21632.650390625,21637.349609375,21637.349609375,0
2024-01-29 11:09:00+05:30,21634.0,21640.30078125,21632.19921875,21640.30078125,21640.30078125,0
2024-01-29 11:10:00+05:30,21638.30078125,21640.599609375,21635.599609375,21636.900390625,21636.900390625,0
2024-01-29 11:11:00+05:30,21636.099609375,21638.650390625,21634.05078125,21637.5,21637.5,0
2024-01-29 11:12:00+05:30,21638.30078125,21639.80078125,21636.400390625,21636.650390625,21636.650390625,0
2024-01-29 11:13:00+05:30,21636.30078125,21638.30078125,21631.599609375,21631.599609375,21631.599609375,0
2024-01-29 11:14:00+05:30,21632.30078125,21635.05078125,21625.25,21634.69921875,21634.69921875,0
2024-01-29 11:15:00+05:30,21634.44921875,21637.80078125,21633.25,21636.099609375,21636.099609375,0
2024-01-29 11:16:00+05:30,21634.400390625,21638.5,21634.099609375,21637.150390625,21637.150390625,0
2024-01-29 11:17:00+05:30,21636.150390625,21640.099609375,21635.900390625,21639.650390625,21639.650390625,0
2024-01-29 11:18:00+05:30,21639.25,21642.75,21637.55078125,21639.599609375,21639.599609375,0
2024-01-29 11:19:00+05:30,21639.75,21639.75,21605.650390625,21617.80078125,21617.80078125,0
2024-01-29 11:20:00+05:30,21618.25,21631.099609375,21618.25,21619.849609375,21619.849609375,0
2024-01-29 11:21:00+05:30,21619.150390625,21619.150390625,21596.80078125,21601.44921875,21601.44921875,0
2024-01-29 11:22:00+05:30,21600.5,21608.80078125,21597.650390625,21601.900390625,21601.900390625,0
2024-01-29 11:23:00+05:30,21602.150390625,21606.05078125,21587.099609375,21590.849609375,21590.849609375,0
2024-01-29 11:24:00+05:30,21591.69921875,21598.80078125,21590.650390625,21596.650390625,21596.650390625,0
2024-01-29 11:25:00+05:30,21595.599609375,21602.5,21590.0,21602.099609375,21602.099609375,0
2024-01-29 11:26:00+05:30,21603.099609375,21610.75,21602.80078125,21603.75,21603.75,0
2024-01-29 11:27:00+05:30,21604.349609375,21611.099609375,21602.099609375,21607.650390625,21607.650390625,0
2024-01-29 11:28:00+05:30,21608.099609375,21623.75,21608.099609375,21620.099609375,21620.099609375,0
2024-01-29 11:29:00+05:30,21619.30078125,21639.099609375,21618.80078125,21633.19921875,21633.19921875,0
2024-01-29 11:30:00+05:30,21633.650390625,21653.5,21633.650390625,21652.5,21652.5,0
2024-01-29 11:31:00+05:30,21652.849609375,21652.849609375,21633.650390625,21634.44921875,21634.44921875,0
2024-01-29 11:32:00+05:30,21635.05078125,21635.599609375,21621.80078125,21624.0,21624.0,0
2024-01-29 11:33:00+05:30,21624.30078125,21624.599609375,21613.05078125,21616.05078125,21616.05078125,0
2024-01-29 11:34:00+05:30,21615.150390625,21618.80078125,21614.400390625,21615.099609375,21615.099609375,0
2024-01-29 11:35:00+05:30,21615.05078125,21619.80078125,21613.94921875,21618.849609375,21618.849609375,0
2024-01-29 11:36:00+05:30,21618.650390625,21624.19921875,21618.650390625,21621.400390625,21621.400390625,0
2024-01-29 11:37:00+05:30,21621.150390625,21630.0,21620.80078125,21630.0,21630.0,0
2024-01-29 11:38:00+05:30,21630.30078125,21632.55078125,21624.650390625,21625.650390625,21625.650390625,0
2024-01-29 11:39:00+05:30,21621.900390625,21630.650390625,21620.05078125,21627.30078125,21627.30078125,0
